"lga","lga_ward","facilityName","facilityType","ownership","stateCode","lgaCode","facilityTypeCode","ownershipCode","facilityNoCode"
"AMUWO ODOFIN","Kuje","Makal Medical Centre","Primary","Private",24,"04",1,2,"0033"
"AMUWO ODOFIN","Kuje","Far East Medical Centre","Primary","Private",24,"04",1,2,"0034"
"AMUWO ODOFIN","Kuje","Shalom Riyyah Hospital","Secondary","Private",24,"04",2,2,"0035"
"AMUWO ODOFIN","Kuje","H F Hospital","Secondary","Private",24,"04",2,2,"0036"
"AMUWO ODOFIN","Kuje","Adetunji Memorial Hospital","Secondary","Private",24,"04",2,2,"0037"
"AMUWO ODOFIN","Kuje","Safe Hand Medical Centre Services","Primary","Private",24,"04",1,2,"0038"
"AMUWO ODOFIN","Kuje","Common Sight Ltd","Secondary","Private",24,"04",2,2,"0039"
"AMUWO ODOFIN","Kuje","Blessed Assurance Maternity","Secondary","Private",24,"04",2,2,"0040"
"AMUWO ODOFIN","Ijegun","Orion Clinic","Primary","Private",24,"04",1,2,"0041"
"AMUWO ODOFIN","Ijegun","De-Uzoma Clinic","Secondary","Private",24,"04",2,2,"0042"
"AMUWO ODOFIN","Ijegun","Grace view Medical Centre","primary","Private",24,"04",1,2,"0043"
"AMUWO ODOFIN","Ijegun","Jeokem Clinic","primary","Private",24,"04",1,2,"0044"
"AMUWO ODOFIN","Ijegun","Bengoz Maternity Home","Primary","Private",24,"04",1,2,"0045"
"AMUWO ODOFIN","Ijegun","Efan Medical Centre","Secondary","Private",24,"04",2,2,"0046"
"AMUWO ODOFIN","Ijegun","Rhowil total care","Primary","Private",24,"04",1,2,"0047"
"AMUWO ODOFIN","Ijegun","Satelite PHC","Primary","Public",24,"04",1,1,"0048"
"AMUWO ODOFIN","Kirikiri","The point Clinic","Primary","Private",24,"04",1,2,"0049"
"AMUWO ODOFIN","Kirikiri","Eromon Specialist Hospital","Primary","Private",24,"04",1,2,"0050"
"AMUWO ODOFIN","Kirikiri","Life Hope Multiconsult Medical Centre","Secondary","Private",24,"04",2,2,"0051"
"AMUWO ODOFIN","Kirikiri","Bello Medical Centre","Secondary","Private",24,"04",2,2,"0052"
"AMUWO ODOFIN","Kirikiri","Tin Can Hospital(Annex)","Secondary","Private",24,"04",2,2,"0053"
"AMUWO ODOFIN","Kirikiri","Aminat Convalescent home","primary","Private",24,"04",1,2,"0054"
"AMUWO ODOFIN","Kirikiri","St Joseph Catholic Hospital","Secondary","Private",24,"04",2,2,"0055"
"AMUWO ODOFIN","Kirikiri","Navy Hospital","Secondary","Public",24,"04",2,1,"0056"
"AMUWO ODOFIN","Ifelodun","Somito Specialist Hospital","Secondary","Private",24,"04",2,2,"0057"
"AMUWO ODOFIN","Ifelodun","Lasapienza Hospital","Primary","Private",24,"04",1,2,"0058"
"AMUWO ODOFIN","Ifelodun","Emel Hospital Ltd","Primary","Private",24,"04",1,2,"0059"
"AMUWO ODOFIN","Ifelodun","Cedar Group Hospital","Primary","Private",24,"04",1,2,"0060"
"AMUWO ODOFIN","Ifelodun","The Hosanna Hospital","Secondary","Private",24,"04",2,2,"0061"
"AMUWO ODOFIN","Ifelodun","Pentecost Clinic","Primary","Private",24,"04",1,2,"0062"
"AMUWO ODOFIN","Ifelodun","Royal Oak Hospital","Primary","Private",24,"04",1,2,"0063"
"AMUWO ODOFIN","Irepodun","Prime Care Hospital","Primary","Private",24,"04",1,2,"0064"
"AMUWO ODOFIN","Eko Akete","AMC Hospital","Primary","Private",24,"04",1,2,"0065"
"AMUWO ODOFIN","Eko Akete","Christ Medical Centre (ANNEX)","Secondary","Private",24,"04",2,2,"0066"
"AMUWO ODOFIN","Eko Akete","Safe Hand Medical Centre Services","Primary","Private",24,"04",1,2,"0067"
"AMUWO ODOFIN","Eko Akete","Jes & Jes Convalescent Centre","Primary","Private",24,"04",1,2,"0068"
"AMUWO ODOFIN","Eko Akete","Mile 2 PHC","Primary","Public",24,"04",1,1,"0069"
"AMUWO ODOFIN","Irede","Irede HP","Primary","Public",24,"04",1,1,"0070"
"AMUWO ODOFIN","Ibeshe","Ibeshe PHC","Primary","Public",24,"04",1,1,"0071"
"AMUWO ODOFIN","Tomaro Ilado","Igbo Ologun PHC","Primary","Public",24,"04",1,1,"0072"
"AMUWO ODOFIN","Tomaro Ilado","Igbologun Medical Centre","Primary","Private",24,"04",1,2,"0073"
"AMUWO ODOFIN","Tomaro Ilado","Sagbokoji PHC","Primary","Public",24,"04",1,1,"0074"
"AMUWO ODOFIN","Abule osun","Macfan Medical Clinic","Primary","Public",24,"04",1,1,"0075"
"APAPA","Abete","Reliance Nursing Home","Primary","Private",24,"05",1,2,"0001"
"APAPA","Abraham Adesanya","Tincan Hospital","Primary","Private",24,"05",1,2,"0002"
"APAPA","Abraham Adesanya","T &S Hosp","Primary","Private",24,"05",1,2,"0003"
"APAPA","Abraham Adesanya","GXA Clinic","Primary","Private",24,"05",1,2,"0004"
"APAPA","Abraham Adesanya","Staff Clinic","Primary","Private",24,"05",1,2,"0005"
"APAPA","Abraham Adesanya","EH Abdallah Clinic (ANNEX)","Primary","Private",24,"05",1,2,"0006"
"APAPA","Abraham Adesanya","Flour Mills of Nigeria Staff Clinic","Primary","Private",24,"05",1,2,"0007"
"APAPA","Abraham Adesanya","Igbologun Medical Centre","Primary","Private",24,"05",1,2,"0008"
"APAPA","Abraham Adesanya","Medicare Medical Centre","Primary","Private",24,"05",1,2,"0009"
"APAPA","Abraham Adesanya","Mobil Oil Clinic","Secondary","Private",24,"05",2,2,"0010"
"APAPA","Abraham Adesanya","Lagos Clinic","Primary","Private",24,"05",1,2,"0011"
"APAPA","Abraham Adesanya","Paras Medicare International Limited","Primary","Private",24,"05",1,2,"0012"
"APAPA","Abraham Adesanya","Apapa Specialist Hospital","Primary","private",24,"05",1,2,"0013"
"APAPA","Abraham Adesanya","Audrey Clinic & Maternity Centre","Primary","Private",24,"05",1,2,"0014"
"APAPA","Abraham Adesanya","Sea School Clinic","Primary","Private",24,"05",1,2,"0015"
"APAPA","Alafia","Afolabi Convalescent Home","Primary","Private",24,"05",1,2,"0016"
"APAPA","Alafia","Eternal Life Hospital","Primary","Private",24,"05",1,2,"0017"
"APAPA","Alafia","Bamiyo Medical Clinic","Primary","Private",24,"05",1,2,"0018"
"APAPA","Badia","Barak Hospital","Primary","Private",24,"05",1,2,"0019"
"APAPA","Badia","Tayelolu Memorial Nursing Home","Primary","Private",24,"05",1,2,"0020"
"APAPA","Badia","SMC Shiloh Convalescent Centre","Primary","Private",24,"05",1,2,"0021"
"APAPA","Badia","Grace and George Clinic","Primary","Private",24,"05",1,2,"0022"
"APAPA","Badia","Jim Sam Hospital","Primary","Private",24,"05",1,2,"0023"
"APAPA","Gasikiyya","Emiloju Clinic & Maternity","Primary","Private",24,"05",1,2,"0024"
"APAPA","Gasikiyya","Olojowon PHC","Primary","Public",24,"05",1,1,"0025"
"APAPA","Gasikiyya","Mass care Nursing Home","Primary","private",24,"05",1,2,"0026"
"APAPA","Gasikiyya","St Helen Maternity Home","Secondary","Private",24,"05",2,2,"0027"
"APAPA","Ijora","Ijora PHC","Primary","Public",24,"05",1,1,"0028"
"APAPA","Ijora","Al-Rahaman Clinic & maternity home","Primary","Private",24,"05",1,2,"0029"
"APAPA","Ijora","Abizak convalescent clinic","Primary","Private",24,"05",1,2,"0030"
"APAPA","Ijora","African Petroleum Clinic","Primary","Private",24,"05",1,2,"0031"
"APAPA","Ijora","Seven-Up Bottling Company Staff Clinic","Primary","Private",24,"05",1,2,"0032"
"APAPA","Marine Beach","Marine Beach PHC","Primary","Public",24,"05",1,1,"0033"
"APAPA","Marine Beach","Oluwole PHC","Primary","Public",24,"05",1,1,"0034"
"APAPA","Marine Beach","Emmanuel Medical Centre","Primary","Private",24,"05",1,2,"0035"
"APAPA","Marine Beach","Gidado Clinic & Maternity Home","Primary","Private",24,"05",1,2,"0036"
"APAPA","Oduduwa","Lagoon Hospital","Secondary","private",24,"05",2,2,"0037"
"APAPA","Oduduwa","Praise Medical Centre","Primary","private",24,"05",1,2,"0038"
"APAPA","Owoseni","Peter Private Hospital","Primary","private",24,"05",1,2,"0039"
"APAPA","Sari","Alafia Lagba","Primary","private",24,"05",1,2,"0040"
"APAPA","Sari","Acard Nursing Home","Primary","Private",24,"05",1,2,"0041"
"APAPA","Sari","Syban Medical Clinic","Primary","Private",24,"05",1,2,"0042"
"APAPA","Sari","Sari PHC","Primary","Public",24,"05",1,1,"0043"
"APAPA","Sari","Galaxy clinic","Primary","Private",24,"05",1,2,"0044"
"APAPA","Sari","Oluwatunmishe Maternity home","Primary","Private",24,"05",1,2,"0045"
"APAPA","Sari","Winner Clinic and Maternity Home","Primary","private",24,"05",1,2,"0046"
"APAPA","Sari","Olukayode Convalescent Home","Primary","Private",24,"05",1,2,"0047"
"APAPA","Sari","Olayinka Clinic & Maternity home","Primary","Private",24,"05",1,2,"0048"
"APAPA","Anjorin","Apapa General Hospital","Secondary","public",24,"05",2,1,"0049"
"APAPA","Anjorin","Apapa Annex PHC","Primary","Public",24,"05",1,1,"0050"
"APAPA","Anjorin","Majoroh Medical Centre","Primary","Private",24,"05",1,2,"0051"
"APAPA","Apapa","St Milla Hospital","Primary","Private",24,"05",1,2,"0052"
"APAPA","Apapa","Iduna specialist Hospital","Primary","Private",24,"05",1,2,"0053"
"APAPA","Apapa","Unicare Clinic","Primary","Private",24,"05",1,2,"0054"
"APAPA","Apapa","Grief Nig. Ind Clinic","Primary","Private",24,"05",1,2,"0055"
"APAPA","Apapa","Oluwole HP","Primary","Public",24,"05",1,1,"0056"
"APAPA","Apapa","Taan Medico Hospital","Primary","Private",24,"05",1,2,"0057"
"APAPA","Apapa","St Augustine Clinic","Primary","Private",24,"05",1,2,"0058"
"APAPA","Apapa","Kadol Medical Centre","Primary","Private",24,"05",1,2,"0059"
"BADAGRY","Ahovikoh","Marina PHC","Primary","Private",24,"06",1,2,"0001"
"BADAGRY","Ahovikoh","Badagry General Hospital","Secondary","public",24,"06",2,1,"0002"
"BADAGRY","Posukoh","Great Physician","Primary","Private",24,"06",1,2,"0003"
"BADAGRY","Posukoh","Hekan Clinic","Primary","Private",24,"06",1,2,"0004"
"BADAGRY","Posukoh","Sacred heart","Primary","Private",24,"06",1,2,"0005"
"BADAGRY","Posukoh","Seriki Abimbola Memorial Hospital","Secondary","Private",24,"06",2,2,"0006"
"BADAGRY","Ajido","Ajido PHC","Primary","public",24,"06",1,1,"0007"
"BADAGRY","Ikoga","Pota PHC","Primary","public",24,"06",1,1,"0008"
"BADAGRY","Ikoga","Ayoolu Convalescent Home","Primary","Private",24,"06",1,2,"0009"
"BADAGRY","Ikoga","Akindele Hospital","Primary","Private",24,"06",1,2,"0010"
"BADAGRY","Apa West","Apa West PHC","Primary","public",24,"06",1,1,"0011"
"BADAGRY","Apa West","God's Will Convalescent Home","Primary","Private",24,"06",1,2,"0012"
"BADAGRY","Apa West","Jesus Reigns Maternity Home","Primary","Private",24,"06",1,2,"0013"
"BADAGRY","Ajara Topa","Ajara HP","Primary","public",24,"06",1,1,"0014"
"BADAGRY","Ajara Topa","Ajara Medical Centre (ANNEX)","Primary","Private",24,"06",1,2,"0015"
"BADAGRY","Ajara Topa","Ajara PHC","Primary","public",24,"06",1,1,"0016"
"BADAGRY","Ajara Topa","Ogongo Medical Centre","Primary","Private",24,"06",1,2,"0017"
"BADAGRY","Ajara Topa","De-Oba Convalescent Home","Primary","Private",24,"06",1,2,"0018"
"BADAGRY","Ajara Topa","Primus Hospital","Secondary","Private",24,"06",2,2,"0019"
"BADAGRY","Ajara Topa","Care Giver Hospital","Primary","Private",24,"06",1,2,"0020"
"BADAGRY","Ajara Vetho","Benan Medical Centre","Primary","Private",24,"06",1,2,"0021"
"BADAGRY","Isalu/Iyafin","Yematt Maternity Home","Primary","Private",24,"06",1,2,"0022"
"BADAGRY","Isalu/Iyafin","Ajara Medical Centre","Primary","Private",24,"06",1,2,"0023"
"BADAGRY","Iworo Gbankoh","Comfort Modupe Nursing Home","Primary","Private",24,"06",1,2,"0024"
"BADAGRY","Iworo Gbankoh","Ilado PHC","Primary","Public",24,"06",1,1,"0025"
"BADAGRY","Iworo Gbankoh","Morayo Clinic","Primary","Private",24,"06",1,2,"0026"
"BADAGRY","Iworo Gbankoh","Adebayo Living Tower","Primary","Private",24,"06",1,2,"0027"
"BADAGRY","Ibereko","Ola-Oki Medical Centre","Primary","Private",24,"06",1,2,"0028"
"BADAGRY","Ibereko","Ibereko HP","Primary","Public",24,"06",1,1,"0029"
"BADAGRY","Ibereko","Modupe Oluwa Nursing Home","Primary","Private",24,"06",1,2,"0030"
"BADAGRY","Ibereko","Olabutu Estate Med Center","Primary","Private",24,"06",1,2,"0031"
"BADAGRY","Aradagun/ Mowo","Mowo PHC","Primary","Public",24,"06",1,1,"0032"
"BADAGRY","Aradagun/ Mowo","Ibukun Oluwa clinic","Primary","Private",24,"06",1,2,"0033"
"BADAGRY","Aradagun/ Mowo","Richard Memorial Clinic","Primary","Private",24,"06",1,2,"0034"
"BADAGRY","Ilogbo","Ilogbo PHC","Primary","Public",24,"06",1,1,"0035"
"BADAGRY","Ilogbo","Isamole HP","Primary","Public",24,"06",1,1,"0036"
"BADAGRY","Ilogbo","Yo-Omolara Maternity Home","Primary","Private",24,"06",1,2,"0037"
"BADAGRY","Ilogbo","Faithline Nursing Home","Primary","Private",24,"06",1,2,"0038"
"BADAGRY","Araromi Ale","Larion Medical Centre","Primary","Private",24,"06",1,2,"0039"
"BADAGRY","Araromi Ale","Marvelous Hospital","Secondary","Private",24,"06",2,2,"0040"
"BADAGRY","Araromi Ale","Divine Glory Nursing Home","Primary","Private",24,"06",1,2,"0041"
"BADAGRY","Araromi Ale","Rose Maternity Home","Primary","Private",24,"06",1,2,"0042"
"BADAGRY","Araromi Ale","MIC Stephen Nursing Home","Primary","Private",24,"06",1,2,"0043"
"BADAGRY","Araromi Ale","Appleyard Clinic","Primary","Private",24,"06",1,2,"0044"
"BADAGRY","Araromi Ale","Christ Foundation Clinic","Primary","Private",24,"06",1,2,"0045"
"BADAGRY","Araromi Ale","Rikky Hospital","Secondary","Private",24,"06",2,2,"0046"
"BADAGRY","Araromi Ale","Ore-Ofe Hospital","Secondary","Private",24,"06",2,2,"0047"
"BADAGRY","Araromi Ale","St Patrick Hospital","Secondary","Private",24,"06",2,2,"0048"
"BADAGRY","Araromi Ale","Toluwalope maternity Centre","Primary","Private",24,"06",1,2,"0049"
"BADAGRY","Araromi Ale","Femola Hospital","Primary","Private",24,"06",1,2,"0050"
"BADAGRY","Araromi Ale","VIC Memorial Hospital","Primary","Private",24,"06",1,2,"0051"
"BADAGRY","Araromi Ale","Morogbo PHC","Primary","Public",24,"06",1,1,"0052"
"BADAGRY","Wesere","Igbogbele PHC","Primary","Public",24,"06",1,1,"0053"
"BADAGRY","Kweme","Farasime PHC","Primary","Public",24,"06",1,1,"0054"
"BADAGRY","Kweme","Asheri Health Post","Primary","Public",24,"06",1,1,"0055"
"BADAGRY","Gbethronme","SAPO Health post","Primary","Public",24,"06",1,1,"0056"
"BADAGRY","Gbethronme","Salvation Army","Primary","Private",24,"06",1,2,"0057"
"BADAGRY","Gbethronme","Seme PHC","Primary","Public",24,"06",1,1,"0058"
"BADAGRY","Gbethronme","Idunnu Clinic","Primary","Private",24,"06",1,2,"0059"
"BADAGRY","Akoro","GAD Clinic","Primary","Private",24,"06",1,2,"0060"
"BADAGRY","Topo/Idale","Topo - Idale HP","Primary","Public",24,"06",1,1,"0061"
"EPE","Agbowa","Agbowa PHC","Primary","Public",24,"07",1,1,"0001"
"EPE","Agbowa","General Hospital, Agbowa","Secondary","Public",24,"07",2,1,"0002"
"EPE","Owu Ota","Ota-Ikosi PHC","Primary","Public",24,"07",1,1,"0003"
"EPE","Owu Ota","Odo Ayandelu HC","Primary","Public",24,"07",1,1,"0004"
"EPE","Owu Ota","Alafia Tayo Clinic","Primary","Private",24,"07",1,2,"0005"
"EPE","Owu Ota","Owu PHC","Primary","Public",24,"07",1,1,"0006"
"EPE","Ajebo","Ajebo Orugbo PHC","Primary","Public",24,"07",1,1,"0007"
"EPE","Ifesowapo","Itoikin PHC","Primary","Public",24,"07",1,1,"0008"
"EPE","Ifesowapo","Igbodu HC","Primary","Public",24,"07",1,1,"0009"
"EPE","Ifesowapo","Ketu General Hospital","Secondary","Public",24,"07",2,1,"0010"
"EPE","Ejinrin","Ejinrin phc","Primary","Public",24,"07",1,1,"0011"
"EPE","Bado","Epe PHC","Primary","Public",24,"07",1,1,"0012"
"EPE","Bado","Goshen Clinic","Primary","Private",24,"07",1,2,"0013"
"EPE","Isale Agoro","Afuye PHC","Primary","Public",24,"07",1,1,"0014"
"EPE","Odomola","Odomola HC","Primary","Public",24,"07",1,1,"0015"
"EPE","Odoragunshin","Eredo PHC","Primary","Public",24,"07",1,1,"0016"
"EPE","Odoragunshin","Mojoda PHC","Primary","Public",24,"07",1,1,"0017"
"EPE","Ibonwon","Ibowon PHC","Primary","Public",24,"07",1,1,"0018"
"EPE","Ibonwon","Eucharistic Heart of Jesus (EHJ) Maternity Clinic","Primary","Private",24,"07",1,2,"0019"
"EPE","Ilara","Ilara PHC","Primary","Public",24,"07",1,1,"0020"
"EPE","Ilara","Igbonla PHC","Primary","Public",24,"07",1,1,"0021"
"EPE","Mayunre","Oriba PHC","Primary","Private",24,"07",1,2,"0022"
"EPE","Papa","Graceland Hospital","Secondary","Private",24,"07",2,2,"0023"
"EPE","Papa","Epe Model Clinic","Secondary","Private",24,"07",2,2,"0024"
"EPE","Papa","Epe General Hospital","Secondary","Public",24,"07",2,1,"0025"
"ETI-OSA","Aboyade 1004","Aim Group Clinic","Primary","Private",24,"08",1,2,"0001"
"ETI-OSA","Aboyade 1004","Ave Maria Hospital","Primary","Private",24,"08",1,2,"0002"
"ETI-OSA","Aboyade 1004","Fuma Clinic","Primary","Private",24,"08",1,2,"0003"
"ETI-OSA","Aboyade 1004","Kamorass Specialist Hospital","Primary","Private",24,"08",1,2,"0004"
"ETI-OSA","Aboyade 1004","Oriyanrin PHC","Primary","Public",24,"08",1,1,"0005"
"ETI-OSA","Aboyade 1004","Physical Therapy Centre","Primary","Private",24,"08",1,2,"0006"
"ETI-OSA","Aboyade 1004","St Maria Hospital","Primary","Private",24,"08",1,2,"0007"
"ETI-OSA","Aboyade 1004","Utibe-Abasi Hospital(Annex)","Primary","Private",24,"08",1,2,"0008"
"ETI-OSA","Addo","Hamdalla Convalescent Centre","Primary","Private",24,"08",1,2,"0009"
"ETI-OSA","Addo","Nnes Maternity Centre","Primary","Private",24,"08",1,2,"0010"
"ETI-OSA","Addo Oke Ira","Bedkal Divine Hospital","Primary","Private",24,"08",1,2,"0011"
"ETI-OSA","Addo Oke Ira","Sherriff Clinic","Primary","Private",24,"08",1,2,"0012"
"ETI-OSA","Addo Oke Ira","The Havilah Clinic","Primary","Private",24,"08",1,2,"0013"
"ETI-OSA","Addo Oke Ira","Ado PHC","Primary","Public",24,"08",1,1,"0014"
"ETI-OSA","Ajah","Ajah PHC","Primary","Public",24,"08",1,1,"0015"
"ETI-OSA","Ajah","Ajah Clinic & Maternity Home","Primary","Private",24,"08",1,2,"0016"
"ETI-OSA","Ajah","APIS Specialist Hospital","Primary","Private",24,"08",1,2,"0017"
"ETI-OSA","Ajah","Badore HC","Primary","Public",24,"08",1,1,"0018"
"ETI-OSA","Ajah","Germaine Health Centre","Primary","Private",24,"08",1,2,"0019"
"ETI-OSA","Ajah","Baefem Specialist Hospital","Primary","Private",24,"08",1,2,"0020"
"ETI-OSA","Ajah","Critical Rescue International","Primary","Private",24,"08",1,2,"0021"
"ETI-OSA","Ajah","Doren Specialist Hospital","Primary","Private",24,"08",1,2,"0022"
"ETI-OSA","Ajah","Kids Care Paediatric Clinic","Primary","Private",24,"08",1,2,"0023"
"ETI-OSA","Ajah","Milaj Convalescent Home","Primary","Private",24,"08",1,2,"0024"
"ETI-OSA","Ajah","Mobil Clinic","Primary","Private",24,"08",1,2,"0025"
"ETI-OSA","Ajah","Mosunmola Ajayi Hospital","Primary","Private",24,"08",1,2,"0026"
"ETI-OSA","Ajah","Udeco Medical Centre","Primary","Private",24,"08",1,2,"0027"
"ETI-OSA","Ajah","Vera Nursing Home","Primary","Private",24,"08",1,2,"0028"
"ETI-OSA","Ajiran- Osapa","Ajiran HP","Primary","Public",24,"08",1,1,"0029"
"ETI-OSA","Ajiran- Osapa","Chevron Medical Centre","Secondary","Private",24,"08",2,2,"0030"
"ETI-OSA","Ajiran- Osapa","First City Hospital","Primary","Private",24,"08",1,2,"0031"
"ETI-OSA","Ajiran- Osapa","Sherriff Clinic","Primary","Private",24,"08",1,2,"0032"
"ETI-OSA","Ajiran- Osapa","Tee Jay Clinic & Maternity Home","Primary","Private",24,"08",1,2,"0033"
"ETI-OSA","Ajiran- Osapa","Udeco Medical Centre","Primary","Private",24,"08",1,2,"0034"
"ETI-OSA","Ajiran- Osapa","Nepug Home Care Ltd","Primary","Private",24,"08",1,2,"0035"
"ETI-OSA","Apese","Acuview Nice Ltd","Primary","Private",24,"08",1,2,"0036"
"ETI-OSA","Apese","Eko Hotel LTD Clinic","Secondary","Private",24,"08",2,2,"0037"
"ETI-OSA","Apese","HAC Clinic","Primary","Private",24,"08",1,2,"0038"
"ETI-OSA","Apese","Ideal-Eagle Hospital Ltd","Primary","Private",24,"08",1,2,"0039"
"ETI-OSA","Apese-V.I.","Lagos Clinic","Primary","Private",24,"08",1,2,"0040"
"ETI-OSA","Apese-V.I.","Pathcare Nigeria Limited","Primary","Private",24,"08",1,2,"0041"
"ETI-OSA","Apese-V.I.","Royal Saints Hospital - Ear, Nose And Throat Surgery","Primary","Private",24,"08",1,2,"0042"
"ETI-OSA","Apese-V.I.","Tems Hospital","Primary","Private",24,"08",1,2,"0043"
"ETI-OSA","Badore","Badore PHC","Primary","Public",24,"08",1,1,"0044"
"ETI-OSA","Badore","Healthcare Group Clinic","Primary","Private",24,"08",1,2,"0045"
"ETI-OSA","Badore","J Rapha Hospital","Secondary","Private",24,"08",2,2,"0046"
"ETI-OSA","Badore","Medical City Consultant Hospital","Primary","Private",24,"08",1,2,"0047"
"ETI-OSA","Badore","The Heritage Specialist Clinic","Primary","Private",24,"08",1,2,"0048"
"ETI-OSA","Badore","The Royal Infirmary","Primary","Private",24,"08",1,2,"0049"
"ETI-OSA","Ibeju","As Salam Nursing Home","Primary","Private",24,"08",1,2,"0050"
"ETI-OSA","Igbo Efon","Igbo efon PHC","Primary","Public",24,"08",1,1,"0051"
"ETI-OSA","Igbo Efon","Ebenezery Heights Hospital","Primary","Private",24,"08",1,2,"0052"
"ETI-OSA","Ijeh-Dolphin","Excel Children Medical Centre","Primary","Private",24,"08",1,2,"0053"
"ETI-OSA","Ikate Lekki","Anna Maria Hospital","Primary","Private",24,"08",1,2,"0054"
"ETI-OSA","Ikate Lekki","Childcare Paediatric Hospital","Primary","Private",24,"08",1,2,"0055"
"ETI-OSA","Ikate Lekki","Georges Memorial Medical Centre","Primary","Private",24,"08",1,2,"0056"
"ETI-OSA","Ikate Lekki","Ikate PHC","Primary","Public",24,"08",1,1,"0057"
"ETI-OSA","Ikate Lekki","Innovative Medical Services","Primary","Private",24,"08",1,2,"0058"
"ETI-OSA","Ikoyi 1","Providence Hospital (Annex)","Primary","Private",24,"08",1,2,"0059"
"ETI-OSA","Ikoyi 1","Ambulance Service for International Medical Clinic","Primary","Private",24,"08",1,2,"0060"
"ETI-OSA","Ikoyi 1","First Cardiology Clinic","Primary","Private",24,"08",1,2,"0061"
"ETI-OSA","Ikoyi 1","Geoff Ohen Hospital","Primary","Private",24,"08",1,2,"0062"
"ETI-OSA","Ikoyi 1","Ikoyi PHC","Primary","Public",24,"08",1,1,"0063"
"ETI-OSA","Ikoyi 1","The Childrens Practice","Primary","Private",24,"08",1,2,"0064"
"ETI-OSA","Keffi-Awolowo","Citizen Medical Centre","Primary","Private",24,"08",1,2,"0065"
"ETI-OSA","Keffi-Awolowo","Crest Consultant Hospital","Primary","Private",24,"08",1,2,"0066"
"ETI-OSA","Keffi-Awolowo","E H A Clinic","Primary","Private",24,"08",1,2,"0067"
"ETI-OSA","Keffi-Awolowo","Eko Hospital Clinic(Annex)","Primary","Private",24,"08",1,2,"0068"
"ETI-OSA","Keffi-Awolowo","Gold Cross Hospital","Primary","Private",24,"08",1,2,"0069"
"ETI-OSA","Keffi-Awolowo","Khenn Clinic","Primary","Private",24,"08",1,2,"0070"
"ETI-OSA","Keffi-Awolowo","Little Ways Clinic","Primary","Private",24,"08",1,2,"0071"
"ETI-OSA","Keffi-Awolowo","St Sophia Clinic","Primary","Private",24,"08",1,2,"0072"
"ETI-OSA","Kuramo Lekki","Barnes Hospital","Primary","Private",24,"08",1,2,"0073"
"ETI-OSA","Kuramo Lekki","Britannia Hospital","Primary","Private",24,"08",1,2,"0074"
"ETI-OSA","Kuramo Lekki","Kelu Specialist Hospital","Primary","Private",24,"08",1,2,"0075"
"ETI-OSA","Kuramo Lekki","Q-Life Family Clinic","Primary","Private",24,"08",1,2,"0076"
"ETI-OSA","Kuramo Lekki","Victoria  Island Medical Services","Primary","Private",24,"08",1,2,"0077"
"ETI-OSA","Kuramo Lekki","Victoria Island Consultant & Hospital Services Ltd","Primary","Private",24,"08",1,2,"0078"
"ETI-OSA","Kuramo Lekki","The Ultimate - Ultray  Specialist Medical Centre","Primary","Private",24,"08",1,2,"0079"
"ETI-OSA","Kuramo Lekki","Tab Medical Rehabilitation Clinic","Primary","Private",24,"08",1,2,"0080"
"ETI-OSA","Kuramo Lekki","The Roding Medical Centre","Primary","Private",24,"08",1,2,"0081"
"ETI-OSA","Kuramo Lekki","Vantage Medical Centre","Primary","Private",24,"08",1,2,"0082"
"ETI-OSA","Maroko-Okun-Ofa","Alfa beach HP","Primary","Public",24,"08",1,1,"0083"
"ETI-OSA","Maroko-Okun-Ofa","Bimmed Clinic","Primary","Private",24,"08",1,2,"0084"
"ETI-OSA","Maroko-Okun-Ofa","Familycare Ikota Medical Centre","Primary","Private",24,"08",1,2,"0085"
"ETI-OSA","Maroko-Okun-Ofa","Ikota PHC","Primary","Public",24,"08",1,1,"0086"
"ETI-OSA","Maroko-Okun-Ofa","Samkol Nursing Home","Primary","Private",24,"08",1,2,"0087"
"ETI-OSA","Maroko-Okun-Ofa","Springtime Medical Centre","Primary","Private",24,"08",1,2,"0088"
"ETI-OSA","Maroko-Okun-Ofa","The True Vine Hospital Limited","Primary","Private",24,"08",1,2,"0089"
"ETI-OSA","Obalende","Ambassador Medical Clinic","Primary","Private",24,"08",1,2,"0090"
"ETI-OSA","Obalende","Cosmoderm Medical Centre","Primary","Private",24,"08",1,2,"0091"
"ETI-OSA","Obalende","Divine Medical Centre","Primary","Private",24,"08",1,2,"0092"
"ETI-OSA","Obalende","Kings Hospital Ltd","Primary","Private",24,"08",1,2,"0093"
"ETI-OSA","Obalende","Obalende Maternity Home","Primary","Private",24,"08",1,2,"0094"
"ETI-OSA","Obalende","Obalende PHC","Primary","Public",24,"08",1,1,"0095"
"ETI-OSA","Okun-Alfa/ Maroko","House Of Refuge Hospital","Primary","Private",24,"08",1,2,"0096"
"ETI-OSA","Okunmopo-Ogombo","Hatona Hospital","Primary","Private",24,"08",1,2,"0097"
"ETI-OSA","Okunmopo-Ogombo","Ogombo HP","Primary","Public",24,"08",1,1,"0098"
"ETI-OSA","Okunmopo-Ogombo","Okun Mapo PHC","Primary","Public",24,"08",1,1,"0099"
"ETI-OSA","Oniru/ Apese","Oni Iru PHC","Primary","Public",24,"08",1,1,"0100"
"ETI-OSA","Oniru/ Apese","Amarachi Clinic","Primary","Private",24,"08",1,2,"0101"
